userId,movieId,rating,timestamp
1,296,5.0,1147880044
1,306,3.5,1147868817
1,307,5.0,1147868828
1,665,5.0,1147878820
1,899,3.5,1147868510
2,1,3.5,1141415820
2,62,0.5,1141417130
2,110,5.0,1141416589
2,150,4.0,1141415790
2,151,4.5,1141415643
2,236,4.0,1141415659
2,260,5.0,1141417172
2,261,0.5,1141417855
2,266,1.0,1141415926
2,318,5.0,1141417181
2,333,5.0,1141415931
2,349,4.5,1141417045
2,356,4.5,1141416637
2,364,4.5,1141417077
2,380,1.0,1141415808
2,457,5.0,1141416618
2,480,2.0,1141417088
2,497,4.0,1141415566
2,524,3.5,1141417112
2,527,5.0,1141415816
2,534,4.5,1141417814
2,553,2.0,1141415539
2,588,2.0,1141417189
2,589,4.0,1141416748
2,653,3.0,1141415552
2,733,4.5,1141415905
2,858,3.5,1141416926
2,914,4.0,1141417642
2,953,4.5,1141417487
3,1,4.0,1439472215
3,29,4.5,1484754967
3,32,4.5,1439474635
3,50,5.0,1439474391
3,111,4.0,1484753849
3,172,4.0,1439474871
3,173,3.0,1439474869
3,214,5.0,1484753888
3,260,4.0,1439472239
3,293,5.0,1484753912
3,296,5.0,1439474476
3,318,4.0,1439472424
3,356,4.0,1439472199
3,442,3.5,1439474867
3,480,2.0,1439472219
3,527,4.0,1439472436
3,541,5.0,1439474625
3,589,4.0,1439474657
3,593,4.0,1439472203
3,741,5.0,1484753808
3,745,5.0,1439474467
3,778,5.0,1484753842
3,780,3.5,1439474667
3,858,5.0,1439474389
3,912,4.5,1439474408
3,913,4.0,1439474487
3,924,5.0,1439474638
4,1,3.0,1573944252
4,260,3.5,1573938415
4,296,4.0,1573938898
4,541,4.5,1573944303
4,589,4.0,1573939042
4,780,2.0,1573938243
4,924,4.0,1573942880
5,1,4.0,858625949
5,19,4.0,830786345
5,32,5.0,830786277
5,36,5.0,830786409
5,39,2.0,858627955
5,47,5.0,833146729
5,50,5.0,831900118
5,88,4.0,858625904
5,95,3.0,858627936
5,104,4.0,830786640
5,113,3.0,858626008
5,122,3.0,830786631
5,141,5.0,858625837
5,147,5.0,830786700
5,150,5.0,830786155
5,153,3.0,830786193
5,170,4.0,858627599
5,191,2.0,830786765
5,216,4.0,830786541
5,218,3.0,830786491
5,219,3.0,830788219
5,224,4.0,830786425
5,231,4.0,830786244
5,235,3.0,830786380
5,238,2.0,830786777
5,248,2.0,830786569
5,253,4.0,830786263
5,260,5.0,858625863
5,267,2.0,830786608
5,277,3.0,858627645
5,288,4.0,830786277
5,292,5.0,830786263
5,296,4.0,830786155
5,300,3.0,830786263
5,312,3.0,858628294
5,333,4.0,830786478
5,337,5.0,830786345
5,340,5.0,830786668
5,342,3.0,858628173
5,344,4.0,830786193
5,350,5.0,831900487
5,356,4.0,833146744
5,364,4.0,831900357
5,372,4.0,833146785
5,416,3.0,830786657
5,432,3.0,830786317
5,435,2.0,830786363
5,440,3.0,831900153
5,441,4.0,858628093
5,457,5.0,831900450
5,477,4.0,830786530
5,487,3.0,858628282
5,491,3.0,858626883
5,500,4.0,858628038
5,524,3.0,833146785
5,542,4.0,858628216
5,553,3.0,830786394
5,588,4.0,830786193
5,590,3.0,830786155
5,592,3.0,830786155
5,593,5.0,831900433
5,595,3.0,830786221
5,608,3.0,858626008
5,628,5.0,830786711
5,671,5.0,858625838
5,733,5.0,858625837
5,736,3.0,858626232
5,778,5.0,858625837
5,780,4.0,858625917
5,784,2.0,835334972
5,786,2.0,858625935
5,788,3.0,858625917
5,802,5.0,858625986
5,839,3.0,858626023
6,161,2.0,945141530
6,260,5.0,945142152
6,318,5.0,945142558
6,527,5.0,945142152
6,593,4.0,945142787
6,608,5.0,945142787
6,858,5.0,945141827
6,902,4.0,945141564
6,912,4.0,945143358
6,913,4.0,945143358
6,919,5.0,945143419
6,924,4.0,945143285
7,10,3.0,835444813
7,17,4.0,835444942
7,28,4.0,835444989
7,58,5.0,835444970
7,150,4.0,835444730
7,153,3.0,835444767
7,165,3.0,835444767
7,185,3.0,835444841
7,232,4.0,835444970
7,265,4.0,835444989
7,288,3.0,835444864
7,296,4.0,835444730
7,306,5.0,835444970
7,307,4.0,835445009
7,308,4.0,835445009
7,329,3.0,835444792
7,344,2.0,835444767
7,410,3.0,835444864
7,457,3.0,835444841
7,527,5.0,835444989
7,588,4.0,835444767
7,590,3.0,835444730
7,592,3.0,835444730
7,593,4.0,835444841
7,595,4.0,835444792
8,1,4.0,890492517
8,3,4.0,890492906
8,6,3.0,890489713
8,7,1.0,890492414
8,10,4.0,890490169
8,11,3.0,890493105
8,16,4.0,890489673
8,18,4.0,890509709
8,21,3.0,890489970
8,25,3.0,890510270
8,27,3.0,890509664
8,32,3.0,890489481
8,39,3.0,890492984
8,47,5.0,890489560
8,50,4.0,890489650
8,62,4.0,890490090
8,69,5.0,890510793
8,95,4.0,890510889
8,103,2.0,890510793
8,104,5.0,890492474
8,110,5.0,890489328
8,112,5.0,890492364
8,125,3.0,890490150
8,145,5.0,890490199
8,150,2.0,890492931
8,161,5.0,890489825
8,163,4.0,890493007
8,165,5.0,890509586
8,180,4.0,890493105
8,198,5.0,890490110
8,201,1.0,890489591
8,207,2.0,890490150
8,209,4.0,891279691
8,223,2.0,890489809
8,225,2.0,890489928
8,237,4.0,890510417
8,253,4.0,890490128
8,260,3.0,890489513
8,290,4.0,890489876
8,292,5.0,890510435
8,296,5.0,890489713
8,316,2.0,890492967
8,318,1.0,890489849
8,325,3.0,890511598
8,333,5.0,890490069
8,344,5.0,890510340
8,356,5.0,890489591
8,358,4.0,890489996
8,364,4.0,890489482
8,377,5.0,890489615
8,380,5.0,890489895
8,428,4.0,890492906
8,440,4.0,890511598
8,442,3.0,890492414
8,454,5.0,890489560
8,457,5.0,890508237
8,474,4.0,890490199
8,480,3.0,890490169
8,490,4.0,890510417
8,494,3.0,890510394
8,511,4.0,890489482
8,524,4.0,890492967
8,551,2.0,890489295
8,553,2.0,890490150
8,575,4.0,890492906
8,588,5.0,890492517
8,589,4.0,890489411
8,590,3.0,890490020
8,593,4.0,890490090
8,594,2.0,891279691
8,595,2.0,890489432
8,608,4.0,890489560
8,628,4.0,890509729
8,648,5.0,890490069
8,708,2.0,890492474
8,725,3.0,891279691
8,733,4.0,890489454
8,750,4.0,890489895
8,780,2.0,890490069
8,785,4.0,890510270
8,786,5.0,890490020
8,799,4.0,890510920
8,805,3.0,890510417
8,875,4.0,890489513
8,903,4.0,890489328
8,904,4.0,890509085
8,923,3.0,890489615
8,924,5.0,890510212
8,953,4.0,890489615
9,2,5.0,859383142
9,10,5.0,859383403
9,34,3.0,859383102
9,39,3.0,859383520
9,61,4.0,859382231
9,105,4.0,859384701
9,116,5.0,859382367
9,150,4.0,859384328
9,158,4.0,859383351
9,161,5.0,859382967
9,165,4.0,859383068
9,168,5.0,859383520
9,225,5.0,859384328
9,256,5.0,859384103
9,260,4.0,859382015
9,273,3.0,859384026
9,276,4.0,859383859
9,277,5.0,859383172
9,280,4.0,859383018
9,317,4.0,859383753
9,329,5.0,859382903
9,350,5.0,859383102
9,355,5.0,859384133
9,356,5.0,859383448
9,361,4.0,859383610
9,362,5.0,859382967
9,366,3.0,859383374
9,370,2.0,859383448
9,374,3.0,859383644
9,378,4.0,859384181
9,380,5.0,859384283
9,387,3.0,859385955
9,410,3.0,859383753
9,419,4.0,859383567
9,420,4.0,859383247
9,432,3.0,859383753
9,434,5.0,859383142
9,435,3.0,859384480
9,442,3.0,859383979
9,445,4.0,859384328
9,454,4.0,859383194
9,455,4.0,859383317
9,464,4.0,859383448
9,466,2.0,859383713
9,474,4.0,859383047
9,500,5.0,859382967
9,516,3.0,859383317
9,519,5.0,859384380
9,520,3.0,859383403
9,539,5.0,859384283
9,540,4.0,859383979
9,541,4.0,859384380
9,585,3.0,859383792
9,586,5.0,859382967
9,587,5.0,859383644
9,588,5.0,859382967
9,589,3.0,859383172
9,590,4.0,859383351
9,592,4.0,859383540
9,593,5.0,859383172
9,594,5.0,859383047
9,596,4.0,859383047
9,597,5.0,859383753
9,611,1.0,859384209
9,616,5.0,859383018
9,667,5.0,859382108
9,805,5.0,859382042
9,818,3.0,859382301
9,852,4.0,859384156
9,858,3.0,859382278
9,914,5.0,859385363
9,919,5.0,859384939
9,920,5.0,859385601
9,924,3.0,859385079
9,934,4.0,859385043
9,938,4.0,859385878
9,943,4.0,859385854
9,952,4.0,859385812
9,953,4.0,859385679
9,954,4.0,859385456
9,968,3.0,859385251
9,969,3.0,859385560
9,971,3.0,859385601
10,1,3.5,1227571347
10,32,4.0,1227571055
10,50,5.0,1227571375
10,110,4.0,1227571327
10,150,4.0,1227571337
10,193,1.0,1227570860
10,260,5.0,1227571325
10,296,4.5,1227571308
10,318,4.5,1227571320
10,356,4.5,1227571313
10,380,3.5,1227571369
10,457,3.5,1227571337
10,480,4.0,1227571315
10,588,3.0,1227571371
10,589,4.0,1227571343
10,592,3.0,1227571332
10,593,4.5,1227571313
10,608,3.5,1227571373
10,780,3.0,1227571352
10,924,4.5,1227571092
11,277,2.5,1208038679
11,372,4.5,1208038696
11,527,4.0,1208039263
11,593,4.5,1208039277
12,1,4.0,1167582601
12,2,2.0,968257492
12,3,2.0,1137231033
12,7,3.0,940802609
12,10,3.0,940791277
12,16,5.0,940767812
12,18,4.0,1159805789
12,20,1.0,964631207
12,21,2.0,940768073
12,22,3.0,940787076
12,25,3.0,940767067
12,27,2.0,968257706
12,29,4.0,1167582484
12,31,2.0,940768545
12,32,2.0,940767592
12,36,4.0,1137234885
12,39,4.0,1167582480
12,45,2.0,940767647
12,47,4.0,1167582234
12,48,2.0,1137231133
12,50,5.0,1209130708
12,54,2.0,940801433
12,62,3.0,1119354597
12,68,3.0,1137233488
12,88,2.5,1137232800
12,97,4.0,963590948
12,101,4.0,1255359683
12,140,3.0,1137232916
12,141,4.0,940766889
12,145,2.5,1137230995
12,150,2.0,989507784
12,160,2.0,940802491
12,163,4.0,940767812
12,165,4.0,1167582469
12,168,3.0,1137234177
12,175,3.5,1137234912
12,176,5.0,1060011757
12,185,2.0,940803104
12,186,2.5,1137231107
12,203,2.5,1167744421
12,209,4.0,1209130704
12,215,4.0,1159805221
12,222,3.0,940767702
12,223,4.0,1137234874
12,231,2.0,940804096
12,235,4.0,1167582450
12,236,3.5,1119355103
12,238,3.0,940801520
12,249,4.0,1060010776
12,252,2.0,940767159
12,253,3.5,1137233588
12,256,1.5,1137231081
12,257,3.0,940787076
12,260,5.0,940796891
12,261,3.5,1167582674
12,265,4.0,940766110
12,268,4.0,980886229
12,292,2.5,1137232868
12,293,4.0,940787982
12,296,5.0,1119354604
12,313,3.0,940801333
12,316,3.0,940800689
12,317,2.0,1137231152
12,318,4.5,1137233610
12,319,4.0,940766732
12,329,3.0,1040142316
12,337,4.0,940766481
12,342,4.0,1119355164
12,343,1.5,1137232763
12,344,2.5,1119355123
12,351,3.0,940802773
12,356,4.0,1167582720
12,364,3.0,1119354644
12,367,2.0,940768250
12,368,2.0,940768655
12,374,1.0,940801520
12,376,3.0,1137234197
12,377,4.0,1167582620
12,380,2.0,940768073
12,410,2.0,1137230975
12,413,3.0,940804682
12,415,2.5,1137230981
12,433,1.5,1137230737
12,435,2.5,1119355138
12,440,4.0,1167582734
12,441,3.5,1137233546
12,442,2.0,1137230752
12,450,3.0,1137232929
12,457,4.0,1167582430
