id|user_id|movie_id
1|1|130
2|1|386
3|1|388
4|1|6
5|1|9
6|1|273
7|1|405
8|1|791
9|1|420
10|1|933
11|1|553
12|1|298
13|1|810
14|1|302
15|1|176
16|1|945
17|1|820
18|1|319
19|1|837
20|1|582
21|1|838
22|1|966
23|1|713
24|1|75
25|1|79
26|1|464
27|1|84
28|1|981
29|1|471
30|1|88
31|1|602
32|1|104
33|1|616
34|1|362
35|1|878
36|1|239
37|1|238
38|1|501
39|1|633
40|1|251
41|2|256
42|2|130
43|2|259
44|2|3
45|2|898
46|2|134
47|2|518
48|2|903
49|2|905
50|2|778
51|2|265
52|2|775
53|2|266
54|2|526
55|2|271
56|2|782
57|2|143
58|2|914
59|2|659
60|2|658
61|2|275
62|2|790
63|2|409
64|2|157
65|2|926
66|2|929
67|2|674
68|2|36
69|2|941
70|2|816
71|2|688
72|2|690
73|2|946
74|2|436
75|2|953
76|2|698
77|2|316
78|2|707
79|2|581
80|2|70
81|2|199
82|2|141
83|2|201
84|2|843
85|2|459
86|2|975
87|2|336
88|2|851
89|2|86
90|2|862
91|2|479
92|2|481
93|2|98
94|2|867
95|2|226
96|2|97
97|2|491
98|2|759
99|2|238
100|2|751
101|2|882
102|2|887
103|2|505
104|2|252
105|3|130
106|3|11
107|3|151
108|3|926
109|3|798
110|3|162
111|3|805
112|3|678
113|3|425
114|3|943
115|3|48
116|3|178
117|3|307
118|3|822
119|3|442
120|3|699
121|3|955
122|3|958
123|3|961
124|3|195
125|3|196
126|3|71
127|3|72
128|3|331
129|3|844
130|3|80
131|3|81
132|3|592
133|3|852
134|3|726
135|3|600
136|3|861
137|3|993
138|3|869
139|3|613
140|3|105
141|3|234
142|3|876
143|3|748
144|3|760
145|3|126
146|4|130
147|4|647
148|4|266
149|4|269
150|4|157
151|4|415
152|4|416
153|4|160
154|4|294
155|4|808
156|4|169
157|4|555
158|4|307
159|4|445
160|4|326
161|4|200
162|4|718
163|4|335
164|4|597
165|4|982
166|4|599
167|4|473
168|4|736
169|4|98
170|4|611
171|4|102
172|4|743
173|4|104
174|4|103
175|4|876
176|4|369
177|4|243
178|4|255
179|5|648
180|5|521
181|5|908
182|5|153
183|5|553
184|5|427
185|5|945
186|5|69
187|5|586
188|5|971
189|5|718
190|5|727
191|5|729
192|5|987
193|5|348
194|5|225
195|5|226
196|5|997
197|5|361
198|5|234
199|5|122
200|5|124
201|5|254
202|6|513
203|6|2
204|6|517
205|6|525
206|6|14
207|6|30
208|6|561
209|6|67
210|6|582
211|6|583
212|6|76
213|6|588
214|6|80
215|6|593
216|6|88
217|6|95
218|6|609
219|6|97
220|6|611
221|6|613
222|6|102
223|6|619
224|6|633
225|6|126
226|6|662
227|6|667
228|6|157
229|6|163
230|6|680
231|6|692
232|6|185
233|6|698
234|6|699
235|6|188
236|6|190
237|6|702
238|6|705
239|6|198
240|6|206
241|6|718
242|6|720
243|6|721
244|6|215
245|6|738
246|6|228
247|6|743
